CollegeID,PrefNumber,UniqueID
179,12,2328757959
187,13,2328757959
243,27,2328757959
244,28,2328757959
258,29,2328757959
276,30,2328757959
277,31,2328757959
308,16,2328757959
324,14,2328757959
325,15,2328757959
344,7,2328757959
345,8,2328757959
12,10,4751131175
13,11,4751131175
14,12,4751131175
15,13,4751131175
34,14,4751131175
35,15,4751131175
36,16,4751131175
37,17,4751131175
57,18,4751131175
58,20,4751131175
81,19,4751131175
82,5,4751131175
98,6,4751131175
99,7,4751131175
119,21,4751131175
120,22,4751131175
153,23,4751131175
167,24,4751131175
168,25,4751131175
179,26,4751131175
187,27,4751131175
243,28,4751131175
244,29,4751131175
258,30,4751131175
276,31,4751131175
277,4,4751131175
308,3,4751131175
324,2,4751131175
325,1,4751131175
344,8,4751131175
345,9,4751131175
12,27,7881491652
13,26,7881491652
14,25,7881491652
15,24,7881491652
34,23,7881491652
35,20,7881491652
36,21,7881491652
37,22,7881491652
57,18,7881491652
58,19,7881491652
81,28,7881491652
82,29,7881491652
98,30,7881491652
99,31,7881491652
119,14,7881491652
120,13,7881491652
153,3,7881491652
167,12,7881491652
168,11,7881491652
179,10,7881491652
187,4,7881491652
243,2,7881491652
244,1,7881491652
258,15,7881491652
276,16,7881491652
277,17,7881491652
308,9,7881491652
324,8,7881491652
325,7,7881491652
344,6,7881491652
345,5,7881491652
10,3,2666661092
11,4,2666661092
20,20,2666661092
21,19,2666661092
27,18,2666661092
28,17,2666661092
30,16,2666661092
31,15,2666661092
72,14,2666661092
135,8,2666661092
146,1,2666661092
147,2,2666661092
169,13,2666661092
174,12,2666661092
175,11,2666661092
193,5,2666661092
203,6,2666661092
204,7,2666661092
256,9,2666661092
257,10,2666661092
308,1,2234058140
324,2,2234058140
10,12,1440841952
11,6,1440841952
20,13,1440841952
21,5,1440841952
27,14,1440841952
28,4,1440841952
30,15,1440841952
31,11,1440841952
72,16,1440841952
135,3,1440841952
146,17,1440841952
147,1,1440841952
169,9,1440841952
174,10,1440841952
175,8,1440841952
193,2,1440841952
203,18,1440841952
204,7,1440841952
256,19,1440841952
257,20,1440841952
14,7,7207945865
35,2,7207945865
81,6,7207945865
98,5,7207945865
167,4,7207945865
243,1,7207945865
344,3,7207945865
10,9,5807112841
11,10,5807112841
20,11,5807112841
21,12,5807112841
27,14,5807112841
28,15,5807112841
30,16,5807112841
31,17,5807112841
72,18,5807112841
135,13,5807112841
146,19,5807112841
147,20,5807112841
169,1,5807112841
174,4,5807112841
175,5,5807112841
193,3,5807112841
203,2,5807112841
204,6,5807112841
256,7,5807112841
257,8,5807112841
10,18,3070690412
11,1,3070690412
20,19,3070690412
21,2,3070690412
27,20,3070690412
28,15,3070690412
30,16,3070690412
31,9,3070690412
72,14,3070690412
135,3,3070690412
146,17,3070690412
147,5,3070690412
169,8,3070690412
174,7,3070690412
175,11,3070690412
193,10,3070690412
203,12,3070690412
204,6,3070690412
256,13,3070690412
257,4,3070690412
21,6,5934482021
135,2,5934482021
169,1,5934482021
174,4,5934482021
175,5,5934482021
82,1,4669898832
99,2,4669898832
308,4,4669898832
324,3,4669898832
345,5,4669898832
10,13,6881772845
11,2,6881772845
20,14,6881772845
21,1,6881772845
27,15,6881772845
28,3,6881772845
30,16,6881772845
31,4,6881772845
72,17,6881772845
135,5,6881772845
146,18,6881772845
147,12,6881772845
169,6,6881772845
174,7,6881772845
175,10,6881772845
193,8,6881772845
203,19,6881772845
204,11,6881772845
256,20,6881772845
257,9,6881772845
12,31,7099515210
13,30,7099515210
14,29,7099515210
15,28,7099515210
34,27,7099515210
35,4,7099515210
36,5,7099515210
37,25,7099515210
57,26,7099515210
58,3,7099515210
81,6,7099515210
82,8,7099515210
98,7,7099515210
99,10,7099515210
119,9,7099515210
120,2,7099515210
153,12,7099515210
167,11,7099515210
168,13,7099515210
179,14,7099515210
187,15,7099515210
243,16,7099515210
244,17,7099515210
258,18,7099515210
276,19,7099515210
277,20,7099515210
308,21,7099515210
324,22,7099515210
325,1,7099515210
344,23,7099515210
345,24,7099515210
12,3,8371405895
13,4,8371405895
14,1,8371405895
15,2,8371405895
34,7,8371405895
35,8,8371405895
36,5,8371405895
37,6,8371405895
57,9,8371405895
58,10,8371405895
81,11,8371405895
82,12,8371405895
98,13,8371405895
99,14,8371405895
119,15,8371405895
120,16,8371405895
153,17,8371405895
167,18,8371405895
168,19,8371405895
179,20,8371405895
187,21,8371405895
243,22,8371405895
244,23,8371405895
258,24,8371405895
276,25,8371405895
277,26,8371405895
308,27,8371405895
324,28,8371405895
325,29,8371405895
344,30,8371405895
345,31,8371405895
36,1,6472532229
57,2,6472532229
168,3,6472532229
10,16,9033450380
11,17,9033450380
20,5,9033450380
21,18,9033450380
27,12,9033450380
28,13,9033450380
30,3,9033450380
31,14,9033450380
72,19,9033450380
135,20,9033450380
146,4,9033450380
147,15,9033450380
169,6,9033450380
174,7,9033450380
175,8,9033450380
193,9,9033450380
203,2,9033450380
204,10,9033450380
256,1,9033450380
257,11,9033450380
12,4,9805661872
13,5,9805661872
14,6,9805661872
15,7,9805661872
34,8,9805661872
35,9,9805661872
36,10,9805661872
37,11,9805661872
57,12,9805661872
58,13,9805661872
81,14,9805661872
82,15,9805661872
98,16,9805661872
99,17,9805661872
119,18,9805661872
120,19,9805661872
153,2,9805661872
167,20,9805661872
168,21,9805661872
179,22,9805661872
187,23,9805661872
243,24,9805661872
244,1,9805661872
258,25,9805661872
276,26,9805661872
277,27,9805661872
308,28,9805661872
324,29,9805661872
325,30,9805661872
344,31,9805661872
345,3,9805661872
12,13,3301867997
13,21,3301867997
14,31,3301867997
15,12,3301867997
34,11,3301867997
35,30,3301867997
36,10,3301867997
37,9,3301867997
57,14,3301867997
58,22,3301867997
81,29,3301867997
82,15,3301867997
98,28,3301867997
99,16,3301867997
119,1,3301867997
120,4,3301867997
153,17,3301867997
167,27,3301867997
168,6,3301867997
179,5,3301867997
187,7,3301867997
243,26,3301867997
244,18,3301867997
258,19,3301867997
276,20,3301867997
277,23,3301867997
308,8,3301867997
324,3,3301867997
325,24,3301867997
344,25,3301867997
345,2,3301867997
12,7,8852931405
13,8,8852931405
14,9,8852931405
15,10,8852931405
34,11,8852931405
35,12,8852931405
36,13,8852931405
37,14,8852931405
57,6,8852931405
58,15,8852931405
81,16,8852931405
82,17,8852931405
98,18,8852931405
99,19,8852931405
119,20,8852931405
120,21,8852931405
153,5,8852931405
167,22,8852931405
168,4,8852931405
179,23,8852931405
187,3,8852931405
243,24,8852931405
244,25,8852931405
258,26,8852931405
276,2,8852931405
277,27,8852931405
308,28,8852931405
324,29,8852931405
325,30,8852931405
344,31,8852931405
345,1,8852931405
11,1,7883194761
21,2,7883194761
28,3,7883194761
31,4,7883194761
135,5,7883194761
147,6,7883194761
169,7,7883194761
174,8,7883194761
175,9,7883194761
193,10,7883194761
204,11,7883194761
257,12,7883194761
11,11,9365782652
21,10,9365782652
28,9,9365782652
31,8,9365782652
135,3,9365782652
147,4,9365782652
169,5,9365782652
174,7,9365782652
175,6,9365782652
193,12,9365782652
204,1,9365782652
257,2,9365782652
12,5,9059500790
13,20,9059500790
14,21,9059500790
15,6,9059500790
34,7,9059500790
35,22,9059500790
36,8,9059500790
37,3,9059500790
57,9,9059500790
58,23,9059500790
81,24,9059500790
82,4,9059500790
98,25,9059500790
99,10,9059500790
119,11,9059500790
120,26,9059500790
153,12,9059500790
167,27,9059500790
168,13,9059500790
179,14,9059500790
187,15,9059500790
243,28,9059500790
244,1,9059500790
258,16,9059500790
276,17,9059500790
277,29,9059500790
308,18,9059500790
324,19,9059500790
325,30,9059500790
344,31,9059500790
345,2,9059500790
12,2,8038319722
13,8,8038319722
14,9,8038319722
15,1,8038319722
34,5,8038319722
35,10,8038319722
36,3,8038319722
37,4,8038319722
57,11,8038319722
58,12,8038319722
81,13,8038319722
82,14,8038319722
98,15,8038319722
99,16,8038319722
119,17,8038319722
120,18,8038319722
153,19,8038319722
167,20,8038319722
168,6,8038319722
179,7,8038319722
187,21,8038319722
243,22,8038319722
244,25,8038319722
258,23,8038319722
276,26,8038319722
277,24,8038319722
308,27,8038319722
324,30,8038319722
325,28,8038319722
344,29,8038319722
345,31,8038319722
20,2,1837498739
21,3,1837498739
135,1,1837498739
10,2,4696146549
11,1,4696146549
20,4,4696146549
21,3,4696146549
27,9,4696146549
28,8,4696146549
30,7,4696146549
31,6,4696146549
72,15,4696146549
135,5,4696146549
146,14,4696146549
147,13,4696146549
169,12,4696146549
174,10,4696146549
175,11,4696146549
193,16,4696146549
203,19,4696146549
204,17,4696146549
256,20,4696146549
257,18,4696146549
34,5,1258684527
36,1,1258684527
37,2,1258684527
57,3,1258684527
58,4,1258684527
12,1,7891091921
13,2,7891091921
15,3,7891091921
147,1,9304408594
167,4,7786201259
168,5,7786201259
308,1,7786201259
344,2,7786201259
345,3,7786201259
12,6,5444665877
13,7,5444665877
14,1,5444665877
15,8,5444665877
34,9,5444665877
35,2,5444665877
36,10,5444665877
37,11,5444665877
57,12,5444665877
58,13,5444665877
81,14,5444665877
82,15,5444665877
98,16,5444665877
99,17,5444665877
119,18,5444665877
120,19,5444665877
153,20,5444665877
167,3,5444665877
168,21,5444665877
179,22,5444665877
187,23,5444665877
243,4,5444665877
244,24,5444665877
258,25,5444665877
276,26,5444665877
277,27,5444665877
308,28,5444665877
324,29,5444665877
325,30,5444665877
344,5,5444665877
345,31,5444665877
167,5,9912714176
168,6,9912714176
179,7,9912714176
243,1,9912714176
244,2,9912714176
344,3,9912714176
345,4,9912714176
12,31,8211792695
13,30,8211792695
14,29,8211792695
15,28,8211792695
34,27,8211792695
35,26,8211792695
36,25,8211792695
37,24,8211792695
57,23,8211792695
58,22,8211792695
81,20,8211792695
82,19,8211792695
98,21,8211792695
99,17,8211792695
119,16,8211792695
120,18,8211792695
153,1,8211792695
167,15,8211792695
168,14,8211792695
179,13,8211792695
187,2,8211792695
243,5,8211792695
244,4,8211792695
258,10,8211792695
276,8,8211792695
277,9,8211792695
308,3,8211792695
324,11,8211792695
325,12,8211792695
344,7,8211792695
345,6,8211792695
12,5,9194111591
13,24,9194111591
14,23,9194111591
15,6,9194111591
34,18,9194111591
35,25,9194111591
36,7,9194111591
37,26,9194111591
57,8,9194111591
58,19,9194111591
81,27,9194111591
82,9,9194111591
98,28,9194111591
99,10,9194111591
119,11,9194111591
120,20,9194111591
153,4,9194111591
167,29,9194111591
168,12,9194111591
179,3,9194111591
187,2,9194111591
243,30,9194111591
244,13,9194111591
258,14,9194111591
276,15,9194111591
277,21,9194111591
308,16,9194111591
324,17,9194111591
325,22,9194111591
344,31,9194111591
345,1,9194111591
12,31,9526411361
13,30,9526411361
14,29,9526411361
15,28,9526411361
34,27,9526411361
35,26,9526411361
36,25,9526411361
37,24,9526411361
57,23,9526411361
58,22,9526411361
81,21,9526411361
82,20,9526411361
98,19,9526411361
99,18,9526411361
119,17,9526411361
120,16,9526411361
153,15,9526411361
167,14,9526411361
168,13,9526411361
179,12,9526411361
187,1,9526411361
243,11,9526411361
244,10,9526411361
258,9,9526411361
276,8,9526411361
277,7,9526411361
308,6,9526411361
324,2,9526411361
325,5,9526411361
344,3,9526411361
345,4,9526411361
10,8,9063694382
11,9,9063694382
20,4,9063694382
21,10,9063694382
27,7,9063694382
28,11,9063694382
30,6,9063694382
31,12,9063694382
72,5,9063694382
135,13,9063694382
146,1,9063694382
147,14,9063694382
169,15,9063694382
174,16,9063694382
175,17,9063694382
193,18,9063694382
203,2,9063694382
204,19,9063694382
256,3,9063694382
257,20,9063694382
10,15,5961221016
11,7,5961221016
20,16,5961221016
21,10,5961221016
27,18,5961221016
28,11,5961221016
30,17,5961221016
31,12,5961221016
72,19,5961221016
135,8,5961221016
146,14,5961221016
147,3,5961221016
169,4,5961221016
174,5,5961221016
175,6,5961221016
193,1,5961221016
203,13,5961221016
204,2,5961221016
256,20,5961221016
257,9,5961221016
12,6,6229198433
13,7,6229198433
14,8,6229198433
15,9,6229198433
34,5,6229198433
35,10,6229198433
36,11,6229198433
37,12,6229198433
57,13,6229198433
58,14,6229198433
81,15,6229198433
82,16,6229198433
98,17,6229198433
99,18,6229198433
119,19,6229198433
120,20,6229198433
153,21,6229198433
167,23,6229198433
168,24,6229198433
179,25,6229198433
187,4,6229198433
243,26,6229198433
244,27,6229198433
258,3,6229198433
276,1,6229198433
277,2,6229198433
308,28,6229198433
324,29,6229198433
325,30,6229198433
344,31,6229198433
345,22,6229198433
12,18,3714385475
13,19,3714385475
14,11,3714385475
15,10,3714385475
34,12,3714385475
35,13,3714385475
36,14,3714385475
37,15,3714385475
57,16,3714385475
58,17,3714385475
81,9,3714385475
82,7,3714385475
98,8,3714385475
99,6,3714385475
119,20,3714385475
120,21,3714385475
153,22,3714385475
167,23,3714385475
168,24,3714385475
179,25,3714385475
187,26,3714385475
243,27,3714385475
244,28,3714385475
258,29,3714385475
276,30,3714385475
277,31,3714385475
308,1,3714385475
324,3,3714385475
325,4,3714385475
344,5,3714385475
345,2,3714385475
27,4,1130169245
28,3,1130169245
30,1,1130169245
31,2,1130169245
174,5,1130169245
175,6,1130169245
204,9,1130169245
256,8,1130169245
12,5,3769796121
13,14,3769796121
14,16,3769796121
15,15,3769796121
34,3,3769796121
35,17,3769796121
36,4,3769796121
37,18,3769796121
57,19,3769796121
58,22,3769796121
81,31,3769796121
82,21,3769796121
98,20,3769796121
99,6,3769796121
119,30,3769796121
120,29,3769796121
153,8,3769796121
167,28,3769796121
168,7,3769796121
179,9,3769796121
187,1,3769796121
243,27,3769796121
244,2,3769796121
258,10,3769796121
276,23,3769796121
277,24,3769796121
308,12,3769796121
324,11,3769796121
325,25,3769796121
344,26,3769796121
345,13,3769796121
10,19,1138262124
11,20,1138262124
20,18,1138262124
21,9,1138262124
27,17,1138262124
28,8,1138262124
30,16,1138262124
31,7,1138262124
72,15,1138262124
135,14,1138262124
146,13,1138262124
147,12,1138262124
169,5,1138262124
174,4,1138262124
175,3,1138262124
193,1,1138262124
203,11,1138262124
204,2,1138262124
256,10,1138262124
257,6,1138262124
10,20,5767726131
11,19,5767726131
20,18,5767726131
21,17,5767726131
27,16,5767726131
28,15,5767726131
30,14,5767726131
31,7,5767726131
72,10,5767726131
135,9,5767726131
146,8,5767726131
147,6,5767726131
169,5,5767726131
174,4,5767726131
175,3,5767726131
193,11,5767726131
203,12,5767726131
204,13,5767726131
256,2,5767726131
257,1,5767726131
243,1,6780715305
244,2,6780715305
11,1,3162834262
21,2,3162834262
15,9,1790608731
34,4,1790608731
36,1,1790608731
37,2,1790608731
57,3,1790608731
168,5,1790608731
179,6,1790608731
187,7,1790608731
345,8,1790608731
10,19,4421059482
11,12,4421059482
20,20,4421059482
21,11,4421059482
27,18,4421059482
28,10,4421059482
30,17,4421059482
31,9,4421059482
72,16,4421059482
135,8,4421059482
146,15,4421059482
147,3,4421059482
169,4,4421059482
174,5,4421059482
175,6,4421059482
193,1,4421059482
203,14,4421059482
204,2,4421059482
256,13,4421059482
257,7,4421059482
12,31,5847417177
13,29,5847417177
14,30,5847417177
15,28,5847417177
34,27,5847417177
35,26,5847417177
36,25,5847417177
37,24,5847417177
57,23,5847417177
58,22,5847417177
81,4,5847417177
82,3,5847417177
98,5,5847417177
99,2,5847417177
119,21,5847417177
120,20,5847417177
153,19,5847417177
167,18,5847417177
168,17,5847417177
179,16,5847417177
187,15,5847417177
243,14,5847417177
244,13,5847417177
258,12,5847417177
276,11,5847417177
277,10,5847417177
308,9,5847417177
324,1,5847417177
325,6,5847417177
344,7,5847417177
345,8,5847417177
27,8,9461727618
28,2,9461727618
30,7,9461727618
31,3,9461727618
72,6,9461727618
135,4,9461727618
146,5,9461727618
147,1,9461727618
11,19,8241481308
21,14,8241481308
28,16,8241481308
31,18,8241481308
135,8,8241481308
147,2,8241481308
169,10,8241481308
174,11,8241481308
175,12,8241481308
193,3,8241481308
204,5,8241481308
257,7,8241481308
12,13,5082513554
13,14,5082513554
14,15,5082513554
15,4,5082513554
34,16,5082513554
35,17,5082513554
36,5,5082513554
37,18,5082513554
57,6,5082513554
58,19,5082513554
81,20,5082513554
82,21,5082513554
98,22,5082513554
99,23,5082513554
119,24,5082513554
120,25,5082513554
153,3,5082513554
167,26,5082513554
168,7,5082513554
179,8,5082513554
187,1,5082513554
243,27,5082513554
244,28,5082513554
258,29,5082513554
276,30,5082513554
277,31,5082513554
308,9,5082513554
324,10,5082513554
325,11,5082513554
344,12,5082513554
345,2,5082513554
11,5,5487264463
21,4,5487264463
147,3,5487264463
193,1,5487264463
204,2,5487264463
257,6,5487264463
12,19,7323975765
15,8,7323975765
34,9,7323975765
36,3,7323975765
37,2,7323975765
57,10,7323975765
82,11,7323975765
99,12,7323975765
119,1,7323975765
153,18,7323975765
168,5,7323975765
179,17,7323975765
187,4,7323975765
244,16,7323975765
258,13,7323975765
276,6,7323975765
308,15,7323975765
324,14,7323975765
345,7,7323975765
11,1,5579375456
21,2,5579375456
28,3,5579375456
31,4,5579375456
135,5,5579375456
147,6,5579375456
169,7,5579375456
174,8,5579375456
175,9,5579375456
193,10,5579375456
204,11,5579375456
257,12,5579375456
34,5,8075609646
168,4,8075609646
179,3,8075609646
187,1,8075609646
258,2,8075609646
12,15,5425301106
13,18,5425301106
14,19,5425301106
15,14,5425301106
34,13,5425301106
35,20,5425301106
36,12,5425301106
37,11,5425301106
57,21,5425301106
58,22,5425301106
81,23,5425301106
82,10,5425301106
98,24,5425301106
99,9,5425301106
119,8,5425301106
120,25,5425301106
153,1,5425301106
167,26,5425301106
168,7,5425301106
179,17,5425301106
187,2,5425301106
243,27,5425301106
244,6,5425301106
258,28,5425301106
276,16,5425301106
277,29,5425301106
308,3,5425301106
324,5,5425301106
325,30,5425301106
344,31,5425301106
345,4,5425301106
12,9,5196578828
13,10,5196578828
14,11,5196578828
15,12,5196578828
34,13,5196578828
35,14,5196578828
36,15,5196578828
37,18,5196578828
57,17,5196578828
58,19,5196578828
81,20,5196578828
82,21,5196578828
98,22,5196578828
99,23,5196578828
119,24,5196578828
120,25,5196578828
153,4,5196578828
167,26,5196578828
168,2,5196578828
179,3,5196578828
187,1,5196578828
243,27,5196578828
244,5,5196578828
258,6,5196578828
276,28,5196578828
277,29,5196578828
308,7,5196578828
324,8,5196578828
325,30,5196578828
344,31,5196578828
345,16,5196578828
10,20,1529839809
11,19,1529839809
20,18,1529839809
21,17,1529839809
27,16,1529839809
28,15,1529839809
30,14,1529839809
31,13,1529839809
72,12,1529839809
135,11,1529839809
146,10,1529839809
147,9,1529839809
169,7,1529839809
174,6,1529839809
175,5,1529839809
193,2,1529839809
203,3,1529839809
204,1,1529839809
256,8,1529839809
257,4,1529839809
147,1,5722603863
147,1,8127316692
12,3,3029008725
15,4,3029008725
36,5,3029008725
37,6,3029008725
57,7,3029008725
82,8,3029008725
99,9,3029008725
119,2,3029008725
153,1,3029008725
345,10,3029008725
15,13,8791294420
34,14,8791294420
35,15,8791294420
36,12,8791294420
37,11,8791294420
57,10,8791294420
99,6,8791294420
119,7,8791294420
120,9,8791294420
153,8,8791294420
187,1,8791294420
243,3,8791294420
258,2,8791294420
276,4,8791294420
308,16,8791294420
324,5,8791294420
193,2,8816001794
204,1,8816001794
12,13,1166050548
13,12,1166050548
14,11,1166050548
15,10,1166050548
34,9,1166050548
35,1,1166050548
36,2,1166050548
37,3,1166050548
57,4,1166050548
58,5,1166050548
81,14,1166050548
82,15,1166050548
98,16,1166050548
99,17,1166050548
119,18,1166050548
120,19,1166050548
153,20,1166050548
167,6,1166050548
168,7,1166050548
179,8,1166050548
187,21,1166050548
243,22,1166050548
244,23,1166050548
258,24,1166050548
276,25,1166050548
277,26,1166050548
308,27,1166050548
324,28,1166050548
325,29,1166050548
344,30,1166050548
345,31,1166050548
12,3,6149800379
13,21,6149800379
14,25,6149800379
15,2,6149800379
34,4,6149800379
35,26,6149800379
36,5,6149800379
37,19,6149800379
57,6,6149800379
58,22,6149800379
81,27,6149800379
82,7,6149800379
98,28,6149800379
99,8,6149800379
119,18,6149800379
120,23,6149800379
153,9,6149800379
167,29,6149800379
168,10,6149800379
179,17,6149800379
187,11,6149800379
243,30,6149800379
244,12,6149800379
258,13,6149800379
276,1,6149800379
277,20,6149800379
308,14,6149800379
324,15,6149800379
325,24,6149800379
344,31,6149800379
345,16,6149800379
12,8,1330151659
13,15,1330151659
14,16,1330151659
15,6,1330151659
34,2,1330151659
35,20,1330151659
36,1,1330151659
37,5,1330151659
57,3,1330151659
58,17,1330151659
81,18,1330151659
82,9,1330151659
98,19,1330151659
99,31,1330151659
119,30,1330151659
120,21,1330151659
153,22,1330151659
167,23,1330151659
168,4,1330151659
179,24,1330151659
187,10,1330151659
243,25,1330151659
244,11,1330151659
258,7,1330151659
276,26,1330151659
277,27,1330151659
308,12,1330151659
324,14,1330151659
325,28,1330151659
344,29,1330151659
345,13,1330151659
12,11,7333544902
13,12,7333544902
14,13,7333544902
15,14,7333544902
34,5,7333544902
35,9,7333544902
36,2,7333544902
37,10,7333544902
57,1,7333544902
58,7,7333544902
81,15,7333544902
82,16,7333544902
98,17,7333544902
99,18,7333544902
119,19,7333544902
120,20,7333544902
153,21,7333544902
167,8,7333544902
168,3,7333544902
179,4,7333544902
187,22,7333544902
243,23,7333544902
244,24,7333544902
258,6,7333544902
276,25,7333544902
277,26,7333544902
308,27,7333544902
324,28,7333544902
325,29,7333544902
344,30,7333544902
345,31,7333544902
153,2,1335460165
187,7,1335460165
243,3,1335460165
244,1,1335460165
308,4,1335460165
324,5,1335460165
325,9,1335460165
344,8,1335460165
345,6,1335460165
10,20,7573406948
11,19,7573406948
20,18,7573406948
21,17,7573406948
27,16,7573406948
28,11,7573406948
30,14,7573406948
31,10,7573406948
72,13,7573406948
135,8,7573406948
146,9,7573406948
147,5,7573406948
169,2,7573406948
174,3,7573406948
175,4,7573406948
193,1,7573406948
203,7,7573406948
204,6,7573406948
256,15,7573406948
257,12,7573406948
12,5,1146421817
13,6,1146421817
14,7,1146421817
15,8,1146421817
34,9,1146421817
35,11,1146421817
36,10,1146421817
37,12,1146421817
57,13,1146421817
58,14,1146421817
81,15,1146421817
82,16,1146421817
98,17,1146421817
99,18,1146421817
119,19,1146421817
120,20,1146421817
153,2,1146421817
167,21,1146421817
168,4,1146421817
179,3,1146421817
187,1,1146421817
243,22,1146421817
244,23,1146421817
258,24,1146421817
276,25,1146421817
277,26,1146421817
308,27,1146421817
324,28,1146421817
325,29,1146421817
344,30,1146421817
345,31,1146421817
36,6,9963405323
37,7,9963405323
82,9,9963405323
99,10,9963405323
119,8,9963405323
168,3,9963405323
179,2,9963405323
308,4,9963405323
324,5,9963405323
345,1,9963405323
153,1,4277371582
187,4,4277371582
244,3,4277371582
308,5,4277371582
324,6,4277371582
345,2,4277371582
30,4,1909162661
31,3,1909162661
146,2,1909162661
147,1,1909162661
10,20,9780037230
11,1,9780037230
20,13,9780037230
21,2,9780037230
27,14,9780037230
28,3,9780037230
30,15,9780037230
31,4,9780037230
72,16,9780037230
135,5,9780037230
146,17,9780037230
147,6,9780037230
169,7,9780037230
174,8,9780037230
175,9,9780037230
193,10,9780037230
203,18,9780037230
204,11,9780037230
256,19,9780037230
257,12,9780037230
12,2,8283588285
13,11,8283588285
14,12,8283588285
15,1,8283588285
34,9,8283588285
35,13,8283588285
36,3,8283588285
37,4,8283588285
57,8,8283588285
58,15,8283588285
81,16,8283588285
82,17,8283588285
98,18,8283588285
99,19,8283588285
119,20,8283588285
120,21,8283588285
153,22,8283588285
167,14,8283588285
168,6,8283588285
179,5,8283588285
187,23,8283588285
243,24,8283588285
244,25,8283588285
258,26,8283588285
276,7,8283588285
277,27,8283588285
308,28,8283588285
324,29,8283588285
325,30,8283588285
344,31,8283588285
345,10,8283588285
12,5,5274435997
13,21,5274435997
14,7,5274435997
15,8,5274435997
34,9,5274435997
35,10,5274435997
36,11,5274435997
37,12,5274435997
57,13,5274435997
58,14,5274435997
81,15,5274435997
82,16,5274435997
98,17,5274435997
99,18,5274435997
119,19,5274435997
120,20,5274435997
153,1,5274435997
167,6,5274435997
168,4,5274435997
179,3,5274435997
187,2,5274435997
243,31,5274435997
244,22,5274435997
258,23,5274435997
276,24,5274435997
277,25,5274435997
308,26,5274435997
324,27,5274435997
325,29,5274435997
344,30,5274435997
345,28,5274435997
12,14,4811424831
13,15,4811424831
14,16,4811424831
15,13,4811424831
34,12,4811424831
35,30,4811424831
36,17,4811424831
37,18,4811424831
57,19,4811424831
58,28,4811424831
81,29,4811424831
82,20,4811424831
98,31,4811424831
99,21,4811424831
119,3,4811424831
120,4,4811424831
153,8,4811424831
167,27,4811424831
168,22,4811424831
179,23,4811424831
187,24,4811424831
243,2,4811424831
244,1,4811424831
258,9,4811424831
276,10,4811424831
277,11,4811424831
308,5,4811424831
324,6,4811424831
325,7,4811424831
344,26,4811424831
345,25,4811424831
12,19,3538290135
13,20,3538290135
14,21,3538290135
15,22,3538290135
34,4,3538290135
35,14,3538290135
36,15,3538290135
37,16,3538290135
57,17,3538290135
58,18,3538290135
81,28,3538290135
82,29,3538290135
98,30,3538290135
99,31,3538290135
119,23,3538290135
120,24,3538290135
153,25,3538290135
167,6,3538290135
168,7,3538290135
179,8,3538290135
187,5,3538290135
243,26,3538290135
244,27,3538290135
258,1,3538290135
276,2,3538290135
277,3,3538290135
308,9,3538290135
324,10,3538290135
325,11,3538290135
344,12,3538290135
345,13,3538290135
11,1,2000290989
20,12,2000290989
21,2,2000290989
27,13,2000290989
28,14,2000290989
30,15,2000290989
31,3,2000290989
72,16,2000290989
135,4,2000290989
146,17,2000290989
147,5,2000290989
169,6,2000290989
174,7,2000290989
